State,County,Total Population,Young Children (0–4 years),Children (5–14 years),Adolescents (15–19 years),Young Adults (20–24 years),Emerging Workforce (25–34 years),Prime Working Age (35–54 years),Pre-Retirement (55–64 years),Seniors (65+ years),Diversity Index,Hispanic or Latino Population,Non-Hispanic or Latino Population,Hispanic or Latino Percentage,Non-Hispanic or Latino Percentage,State_Abbr
Georgia,Whitfield County,103118.0,6453.0,14703.0,7667.0,6952.0,13488.0,26530.0,12172.0,15153.0,0.4839138170345496,37703.0,65415.0,36.56296669834558,63.43703330165442,GA
Georgia,Wilcox County,8784.0,403.0,980.0,462.0,568.0,1177.0,2430.0,1055.0,1709.0,0.5106140780886593,322.0,8462.0,3.6657559198542806,96.33424408014572,GA
Georgia,Wilkes County,9553.0,476.0,1185.0,379.0,451.0,1145.0,2201.0,1451.0,2265.0,0.5587918116287094,443.0,9110.0,4.637286716214802,95.3627132837852,GA
Georgia,Wilkinson County,8795.0,470.0,1047.0,637.0,485.0,945.0,2040.0,1400.0,1771.0,0.5449521457259845,277.0,8518.0,3.1495167708925527,96.85048322910745,GA
Georgia,Worth County,20575.0,1195.0,2585.0,1097.0,1194.0,2357.0,4988.0,3031.0,4128.0,0.48095138876380583,463.0,20112.0,2.250303766707169,97.74969623329284,GA
Hawaii,Hawaii County,203684.0,10742.0,24574.0,11018.0,9562.0,22776.0,49224.0,28621.0,47167.0,0.7371689811528328,23451.0,180233.0,11.513422752891735,88.48657724710827,HI
Hawaii,Honolulu County,1003666.0,58349.0,117637.0,53478.0,66676.0,144295.0,251332.0,120435.0,191464.0,0.713126990106421,93725.0,909941.0,9.338265917147737,90.66173408285226,HI
Hawaii,Kalawao County,43.0,0.0,0.0,0.0,0.0,8.0,19.0,5.0,11.0,0.766901027582477,4.0,39.0,9.30232558139535,90.69767441860465,HI
Hawaii,Kauai County,73610.0,3980.0,9153.0,4184.0,3217.0,8428.0,18639.0,9991.0,16018.0,0.7339504355881843,7720.0,65890.0,10.48770547479962,89.51229452520037,HI
Hawaii,Maui County,164632.0,8950.0,20018.0,8913.0,7833.0,18994.0,43723.0,23219.0,32982.0,0.7385910282283432,17325.0,147307.0,10.523470528208367,89.47652947179164,HI
Idaho,Ada County,508052.0,26406.0,65937.0,35059.0,31329.0,70605.0,138057.0,60683.0,79976.0,0.27381113877770924,48291.0,459761.0,9.505129396203538,90.49487060379646,ID
Idaho,Adams County,4599.0,154.0,477.0,230.0,147.0,431.0,934.0,829.0,1397.0,0.15683519503587606,210.0,4389.0,4.566210045662101,95.4337899543379,ID
Idaho,Bannock County,88457.0,5549.0,12961.0,6793.0,6463.0,12421.0,21446.0,9580.0,13244.0,0.2825857685573627,8481.0,79976.0,9.587709282476231,90.41229071752377,ID
Idaho,Bear Lake County,6552.0,425.0,983.0,552.0,318.0,679.0,1407.0,820.0,1368.0,0.10855981116970126,244.0,6308.0,3.724053724053724,96.27594627594628,ID
Idaho,Benewah County,9913.0,522.0,1267.0,576.0,484.0,976.0,2173.0,1590.0,2325.0,0.26786922957257664,355.0,9558.0,3.5811560577020076,96.418843942298,ID
Idaho,Bingham County,48993.0,3438.0,8429.0,3876.0,3169.0,5681.0,11696.0,5446.0,7258.0,0.3604111355180425,8619.0,40374.0,17.5923091053824,82.4076908946176,ID
Idaho,Blaine County,24579.0,773.0,3056.0,1557.0,1268.0,2420.0,6177.0,3962.0,5366.0,0.339561949996557,5221.0,19358.0,21.241710403189714,78.75828959681029,ID
Idaho,Boise County,8045.0,307.0,690.0,492.0,182.0,645.0,1896.0,1636.0,2197.0,0.22923470024307813,383.0,7662.0,4.76072094468614,95.23927905531386,ID
Idaho,Bonner County,49456.0,2217.0,5761.0,2553.0,1812.0,4761.0,11489.0,7931.0,12932.0,0.16812775472063257,1804.0,47652.0,3.6476868327402134,96.35231316725978,ID
Idaho,Bonneville County,127056.0,9615.0,22224.0,9645.0,7642.0,17388.0,30312.0,12885.0,17345.0,0.26338473170077303,17992.0,109064.0,14.16068505226042,85.83931494773958,ID
Idaho,Boundary County,12695.0,820.0,1616.0,788.0,700.0,1324.0,2751.0,1706.0,2990.0,0.20848475635152663,706.0,11989.0,5.56124458448208,94.43875541551792,ID
Idaho,Butte County,2654.0,128.0,454.0,269.0,30.0,333.0,494.0,418.0,528.0,0.14414124589918154,206.0,2448.0,7.761868877166541,92.23813112283347,ID
Idaho,Camas County,1155.0,102.0,200.0,91.0,25.0,163.0,287.0,115.0,172.0,0.3661610539532617,164.0,991.0,14.1991341991342,85.80086580086581,ID
Idaho,Canyon County,242405.0,16568.0,37757.0,18362.0,15897.0,33352.0,59361.0,26313.0,34795.0,0.42092951566449777,62458.0,179947.0,25.76597017388255,74.23402982611745,ID
Idaho,Caribou County,7118.0,454.0,1105.0,535.0,444.0,729.0,1739.0,835.0,1277.0,0.15266817200452132,399.0,6719.0,5.60550716493397,94.39449283506603,ID
Idaho,Cassia County,25165.0,1979.0,4420.0,2141.0,1648.0,3072.0,5734.0,2721.0,3450.0,0.4425825766906428,7408.0,17757.0,29.437711106695808,70.5622888933042,ID
Idaho,Clark County,776.0,69.0,122.0,44.0,67.0,100.0,216.0,56.0,102.0,0.47747502391327457,238.0,538.0,30.670103092783506,69.3298969072165,ID
Idaho,Clearwater County,8921.0,327.0,766.0,413.0,325.0,897.0,2164.0,1485.0,2544.0,0.18774892883630057,379.0,8542.0,4.248402645443336,95.75159735455667,ID
Idaho,Custer County,4411.0,111.0,297.0,91.0,221.0,185.0,1014.0,898.0,1594.0,0.1870686528459462,131.0,4280.0,2.9698481070052143,97.03015189299478,ID
Idaho,Elmore County,29046.0,2245.0,3839.0,1993.0,2495.0,4926.0,6133.0,3295.0,4120.0,0.422967715973953,5223.0,23823.0,17.981821937616196,82.01817806238381,ID
Idaho,Franklin County,14715.0,1118.0,2535.0,1304.0,929.0,1761.0,3427.0,1562.0,2079.0,0.15323504496868745,1073.0,13642.0,7.291879034998301,92.7081209650017,ID
Idaho,Fremont County,13701.0,835.0,1813.0,995.0,768.0,1760.0,3321.0,1771.0,2438.0,0.20604744042881784,1656.0,12045.0,12.086708999343113,87.91329100065688,ID
Idaho,Gem County,19854.0,1045.0,2596.0,1253.0,1006.0,2107.0,4495.0,2840.0,4512.0,0.23036667217377704,1852.0,18002.0,9.328095094187569,90.67190490581243,ID
Idaho,Gooding County,15740.0,970.0,2485.0,1168.0,994.0,1763.0,3641.0,1859.0,2860.0,0.44898872885146,4876.0,10864.0,30.978398983481576,69.02160101651843,ID
Idaho,Idaho County,17120.0,922.0,1814.0,900.0,774.0,1687.0,3400.0,2728.0,4895.0,0.15768863547034673,649.0,16471.0,3.7908878504672896,96.20911214953271,ID
Idaho,Jefferson County,32234.0,2397.0,6240.0,2786.0,2081.0,3521.0,8070.0,3422.0,3717.0,0.21433261211374566,3485.0,28749.0,10.811565427809146,89.18843457219086,ID
Idaho,Jerome County,24788.0,1853.0,4197.0,2055.0,1451.0,3171.0,5918.0,2840.0,3303.0,0.46645103161594237,9532.0,15256.0,38.454090689043085,61.545909310956915,ID
Idaho,Kootenai County,177736.0,9803.0,23141.0,10696.0,9348.0,22281.0,43808.0,23656.0,35003.0,0.21539192053732126,9663.0,168073.0,5.436715128055093,94.5632848719449,ID
Idaho,Latah County,40315.0,1979.0,4267.0,4560.0,5843.0,5670.0,8096.0,4066.0,5834.0,0.20999587076035164,2057.0,38258.0,5.102319236016371,94.89768076398363,ID
Idaho,Lemhi County,8166.0,381.0,829.0,559.0,363.0,444.0,1775.0,1330.0,2485.0,0.14878207754847406,148.0,8018.0,1.8123928483957874,98.18760715160421,ID
Idaho,Lewis County,3649.0,175.0,479.0,208.0,130.0,301.0,762.0,580.0,1014.0,0.2936811843846743,148.0,3501.0,4.055905727596602,95.9440942724034,ID
Idaho,Lincoln County,5276.0,328.0,818.0,365.0,264.0,756.0,1290.0,638.0,817.0,0.4828480751091673,1689.0,3587.0,32.01288855193328,67.98711144806671,ID
Idaho,Madison County,53578.0,3671.0,5378.0,14024.0,12467.0,7328.0,5624.0,2237.0,2849.0,0.2187204731368123,5203.0,48375.0,9.71107544141252,90.28892455858748,ID
Idaho,Minidoka County,21922.0,1559.0,3751.0,1562.0,1430.0,2767.0,4934.0,2476.0,3443.0,0.44553863624489587,8042.0,13880.0,36.68460906851565,63.31539093148435,ID
Idaho,Nez Perce County,42477.0,2281.0,5132.0,2814.0,2520.0,5106.0,10093.0,5798.0,8733.0,0.21446504066574124,1813.0,40664.0,4.268192198130753,95.73180780186925,ID
Idaho,Oneida County,4681.0,298.0,731.0,307.0,312.0,394.0,1136.0,592.0,911.0,0.11336277353518054,204.0,4477.0,4.358043153172399,95.6419568468276,ID
Idaho,Owyhee County,12284.0,734.0,1721.0,918.0,694.0,1519.0,2781.0,1570.0,2347.0,0.44027971037343605,3049.0,9235.0,24.82090524259199,75.17909475740801,ID
Idaho,Payette County,26190.0,1674.0,3832.0,1980.0,1165.0,3216.0,6034.0,3241.0,5048.0,0.3045218591603259,4589.0,21601.0,17.521954944635358,82.47804505536465,ID
Idaho,Power County,8018.0,424.0,1571.0,772.0,243.0,1057.0,1730.0,966.0,1255.0,0.516217128323333,2710.0,5308.0,33.798952357196306,66.20104764280369,ID
Idaho,Shoshone County,13580.0,838.0,1539.0,778.0,598.0,1533.0,3048.0,2154.0,3092.0,0.16984007929880407,537.0,13043.0,3.9543446244477174,96.04565537555229,ID
Idaho,Teton County,12101.0,705.0,1622.0,781.0,513.0,1478.0,3807.0,1564.0,1631.0,0.3073587296727217,2069.0,10032.0,17.097760515659864,82.90223948434014,ID
Idaho,Twin Falls County,92121.0,5937.0,14290.0,6754.0,5602.0,12229.0,21891.0,10283.0,15135.0,0.32089934790063634,16150.0,75971.0,17.53129036810282,82.46870963189718,ID
Idaho,Valley County,12136.0,575.0,1301.0,453.0,366.0,1217.0,3099.0,1905.0,3220.0,0.09459274780351357,619.0,11517.0,5.100527356624918,94.89947264337508,ID
Idaho,Washington County,10866.0,555.0,1484.0,652.0,553.0,1001.0,2385.0,1446.0,2790.0,0.2942298038969372,1741.0,9125.0,16.02245536535984,83.97754463464017,ID
Illinois,Adams County,65166.0,3897.0,8492.0,3895.0,3714.0,7741.0,15210.0,9145.0,13072.0,0.16958212184747512,1312.0,63854.0,2.0133198293588683,97.98668017064114,IL
Illinois,Alexander County,5042.0,236.0,697.0,299.0,250.0,375.0,1144.0,820.0,1221.0,0.4930884418563559,67.0,4975.0,1.3288377627925427,98.67116223720745,IL
Illinois,Bond County,16627.0,645.0,1795.0,1393.0,1382.0,1940.0,4135.0,2293.0,3044.0,0.20586004855747453,629.0,15998.0,3.7830035484452997,96.2169964515547,IL
Illinois,Boone County,53316.0,2872.0,7424.0,4138.0,3453.0,5859.0,13772.0,7079.0,8719.0,0.4237463463043899,13273.0,40043.0,24.89496586390577,75.10503413609423,IL
Illinois,Brown County,6320.0,288.0,636.0,222.0,446.0,932.0,1972.0,800.0,1024.0,0.3968386476526198,321.0,5999.0,5.079113924050633,94.92088607594937,IL
Illinois,Bureau County,33027.0,1709.0,3905.0,1960.0,1903.0,3549.0,7717.0,4796.0,7488.0,0.20231509184447316,3251.0,29776.0,9.84346141036122,90.15653858963879,IL
Illinois,Calhoun County,4406.0,184.0,543.0,280.0,264.0,293.0,1034.0,722.0,1086.0,0.09713696648959502,42.0,4364.0,0.9532455742169769,99.04675442578302,IL
Illinois,Carroll County,15621.0,677.0,1625.0,814.0,1007.0,1780.0,3753.0,2216.0,3749.0,0.17347423233414794,794.0,14827.0,5.082901222713015,94.91709877728698,IL
Illinois,Cass County,12826.0,860.0,1752.0,804.0,720.0,1673.0,3069.0,1566.0,2382.0,0.38091358897456296,2808.0,10018.0,21.893029783252768,78.10697021674723,IL
Illinois,Champaign County,206098.0,10846.0,22084.0,20457.0,32188.0,28119.0,43866.0,20473.0,28065.0,0.5257172610255503,16628.0,189470.0,8.068006482353056,91.93199351764694,IL
Illinois,Christian County,33684.0,1685.0,3780.0,1881.0,1955.0,4082.0,8617.0,5053.0,6631.0,0.13313003314853433,1093.0,32591.0,3.24486403040019,96.7551359695998,IL
Illinois,Clark County,15328.0,847.0,1966.0,842.0,883.0,1733.0,3787.0,2252.0,3018.0,0.08031988105057508,274.0,15054.0,1.7875782881002087,98.2124217118998,IL
Illinois,Clay County,13173.0,732.0,1718.0,866.0,639.0,1543.0,3089.0,1848.0,2738.0,0.08951977983901382,88.0,13085.0,0.668033098003492,99.33196690199651,IL
Illinois,Clinton County,36899.0,2095.0,4456.0,2114.0,1853.0,4636.0,9472.0,5581.0,6692.0,0.1628286753133491,1430.0,35469.0,3.8754437789641996,96.1245562210358,IL
Illinois,Coles County,46689.0,2367.0,4727.0,3519.0,5775.0,5680.0,10160.0,6017.0,8444.0,0.18117896333344385,1721.0,44968.0,3.686093084024074,96.31390691597592,IL
Illinois,Cook County,5185812.0,290804.0,624706.0,317596.0,321620.0,821669.0,1365869.0,637241.0,806307.0,0.7022896401612447,1374034.0,3811778.0,26.496024152051792,73.50397584794821,IL
Illinois,Crawford County,18588.0,998.0,2085.0,998.0,950.0,2323.0,4973.0,2636.0,3625.0,0.16644350911841,470.0,18118.0,2.528513019152141,97.47148698084786,IL
Illinois,Cumberland County,10378.0,701.0,1347.0,616.0,473.0,1149.0,2479.0,1505.0,2108.0,0.07756681798790088,33.0,10345.0,0.3179803430333398,99.68201965696666,IL
Illinois,DeKalb County,100512.0,5563.0,12542.0,8804.0,13288.0,13218.0,22466.0,10935.0,13696.0,0.4018462621172656,14075.0,86437.0,14.003303088188474,85.99669691181153,IL
Illinois,De Witt County,15461.0,905.0,1803.0,851.0,863.0,1676.0,3850.0,2416.0,3097.0,0.10570398059013109,520.0,14941.0,3.3633012094948582,96.63669879050514,IL
Illinois,Douglas County,19686.0,1313.0,2627.0,1409.0,1073.0,2444.0,4635.0,2542.0,3643.0,0.17740687691400936,1603.0,18083.0,8.142842629279691,91.85715737072032,IL
Illinois,DuPage County,927263.0,52102.0,117119.0,60709.0,54557.0,114213.0,245403.0,127025.0,156135.0,0.51763643557281,145993.0,781270.0,15.74450830023413,84.25549169976587,IL
Illinois,Edgar County,16637.0,791.0,1867.0,933.0,780.0,1753.0,4054.0,2474.0,3985.0,0.07188759928478416,238.0,16399.0,1.4305463725431267,98.56945362745687,IL
Illinois,Edwards County,6118.0,357.0,756.0,411.0,276.0,595.0,1494.0,874.0,1355.0,0.08420941490557121,82.0,6036.0,1.3403072899640405,98.65969271003596,IL
Illinois,Effingham County,34505.0,2252.0,4651.0,2082.0,1805.0,4473.0,8019.0,4892.0,6331.0,0.07944719406164136,905.0,33600.0,2.622808288653818,97.37719171134619,IL
Illinois,Fayette County,21380.0,1211.0,2422.0,1283.0,1351.0,2754.0,5360.0,2890.0,4109.0,0.19610072884881458,620.0,20760.0,2.899906454630496,97.1000935453695,IL
Illinois,Ford County,13396.0,766.0,1775.0,850.0,709.0,1467.0,3309.0,1936.0,2584.0,0.15986848598686798,621.0,12775.0,4.6357121528814575,95.36428784711855,IL
Illinois,Franklin County,37541.0,2144.0,4659.0,2232.0,1963.0,4255.0,9272.0,5217.0,7799.0,0.0994109399110994,709.0,36832.0,1.888601795370395,98.11139820462961,IL
Illinois,Fulton County,33259.0,1619.0,3744.0,1833.0,1776.0,4079.0,8461.0,4736.0,7011.0,0.13451385024818097,808.0,32451.0,2.429417601250789,97.57058239874921,IL
Illinois,Gallatin County,4857.0,205.0,584.0,272.0,203.0,469.0,1176.0,702.0,1246.0,0.07634284536084912,38.0,4819.0,0.7823759522338892,99.21762404776611,IL
Illinois,Greene County,11837.0,604.0,1440.0,680.0,669.0,1324.0,2856.0,1854.0,2410.0,0.07590232818687126,119.0,11718.0,1.0053222945002958,98.99467770549971,IL
Illinois,Grundy County,52920.0,3081.0,7535.0,3694.0,3392.0,6266.0,14290.0,6935.0,7727.0,0.21373458932577816,6081.0,46839.0,11.49092970521542,88.50907029478458,IL
Illinois,Hamilton County,7972.0,445.0,953.0,474.0,470.0,863.0,1898.0,1102.0,1767.0,0.07763877031728461,107.0,7865.0,1.342197691921726,98.65780230807827,IL
Illinois,Hancock County,17434.0,860.0,2144.0,995.0,854.0,1751.0,3929.0,2734.0,4167.0,0.09560677612977286,352.0,17082.0,2.0190432488241368,97.98095675117587,IL
Illinois,Hardin County,3623.0,77.0,312.0,138.0,116.0,343.0,825.0,660.0,1152.0,0.07260495459095351,42.0,3581.0,1.1592602815346398,98.84073971846536,IL
Illinois,Henderson County,6284.0,296.0,679.0,306.0,278.0,575.0,1409.0,1063.0,1678.0,0.09331555877718412,122.0,6162.0,1.9414385741565883,98.05856142584341,IL
Illinois,Henry County,48948.0,2520.0,6138.0,3192.0,2252.0,5299.0,12228.0,6955.0,10364.0,0.21177561762020936,3284.0,45664.0,6.709160742011931,93.29083925798807,IL
Illinois,Iroquois County,26746.0,1532.0,3134.0,1688.0,1493.0,2657.0,6240.0,4063.0,5939.0,0.1931378662425296,2132.0,24614.0,7.971285425858072,92.02871457414193,IL
Illinois,Jackson County,52706.0,2790.0,5455.0,4393.0,8264.0,6948.0,10438.0,5841.0,8577.0,0.4332491326622483,2772.0,49934.0,5.259363260349866,94.74063673965013,IL
Illinois,Jasper County,9233.0,548.0,1159.0,601.0,434.0,939.0,2198.0,1462.0,1892.0,0.05648484041714896,106.0,9127.0,1.1480558864940973,98.85194411350591,IL
Illinois,Jefferson County,36808.0,2141.0,4714.0,2175.0,1936.0,4453.0,9155.0,4973.0,7261.0,0.27071353566910705,1003.0,35805.0,2.724951097587481,97.27504890241252,IL
Illinois,Jersey County,21336.0,986.0,2382.0,1469.0,1524.0,2254.0,5119.0,3313.0,4289.0,0.08996141986048156,330.0,21006.0,1.546681664791901,98.4533183352081,IL
Illinois,Jo Daviess County,21918.0,890.0,2392.0,1146.0,919.0,1975.0,4726.0,3485.0,6385.0,0.1146882147005871,879.0,21039.0,4.010402408978922,95.98959759102108,IL
Illinois,Johnson County,13350.0,567.0,1402.0,681.0,1010.0,1747.0,3254.0,1964.0,2725.0,0.3102906423150835,567.0,12783.0,4.247191011235955,95.75280898876404,IL
Illinois,Kane County,516097.0,30266.0,71134.0,38231.0,32629.0,61341.0,138522.0,66596.0,77378.0,0.5751191979843026,170629.0,345468.0,33.0614206244175,66.93857937558249,IL
Illinois,Kankakee County,106833.0,6169.0,13713.0,7863.0,7282.0,13302.0,25830.0,14029.0,18645.0,0.4186998701054372,12948.0,93885.0,12.119850607958215,87.88014939204179,IL
Illinois,Kendall County,135053.0,8401.0,21624.0,10693.0,7587.0,16878.0,41161.0,13792.0,14917.0,0.4934245229655352,29273.0,105780.0,21.67519418302444,78.32480581697556,IL
Illinois,Knox County,49294.0,2728.0,5509.0,3232.0,3291.0,5451.0,11456.0,6709.0,10918.0,0.2966204724122058,3090.0,46204.0,6.268511380695419,93.73148861930459,IL
Illinois,Lake County,711885.0,38458.0,96515.0,55567.0,49885.0,80228.0,186370.0,96038.0,108824.0,0.5580907673654554,173796.0,538089.0,24.41349375250216,75.58650624749784,IL
Illinois,LaSalle County,109049.0,5739.0,13072.0,6796.0,6186.0,13210.0,26607.0,16231.0,21208.0,0.2405112313407416,11806.0,97243.0,10.826325780153876,89.17367421984612,IL
Illinois,Lawrence County,15137.0,697.0,1675.0,758.0,957.0,2221.0,4070.0,2003.0,2756.0,0.2631510580847226,352.0,14785.0,2.3254277597938824,97.67457224020612,IL
Illinois,Lee County,34058.0,1683.0,3886.0,1809.0,1656.0,4516.0,8433.0,5022.0,7053.0,0.24062623758848423,2443.0,31615.0,7.173057725057255,92.82694227494274,IL
Illinois,Livingston County,35659.0,2031.0,4360.0,2201.0,1898.0,4339.0,8574.0,5141.0,7115.0,0.18177771069365234,1975.0,33684.0,5.5385737121063405,94.46142628789366,IL
Illinois,Logan County,27870.0,1338.0,3057.0,1745.0,2136.0,3525.0,7137.0,3615.0,5317.0,0.2186420060640868,924.0,26946.0,3.3153928955866525,96.68460710441335,IL
Illinois,McDonough County,27102.0,1258.0,2799.0,2457.0,3867.0,3138.0,5208.0,3141.0,5234.0,0.23568479844379775,935.0,26167.0,3.449929894472733,96.55007010552727,IL
Illinois,McHenry County,311366.0,16520.0,40975.0,21743.0,17739.0,35946.0,83427.0,45484.0,49532.0,0.30919343864300175,48557.0,262809.0,15.594830520994584,84.40516947900541,IL
Illinois,McLean County,170882.0,9384.0,20806.0,14701.0,20299.0,21772.0,40105.0,19530.0,24285.0,0.357546394097473,10700.0,160182.0,6.26163083297246,93.73836916702754,IL
Illinois,Macon County,102591.0,6315.0,13001.0,6468.0,6080.0,12226.0,23501.0,13915.0,21085.0,0.40240662026600504,2821.0,99770.0,2.7497538770457446,97.25024612295425,IL
Illinois,Macoupin County,44566.0,2184.0,5303.0,2749.0,2376.0,4818.0,10838.0,6884.0,9414.0,0.10369463855537453,587.0,43979.0,1.317147601310416,98.68285239868959,IL
Illinois,Madison County,264631.0,14040.0,32673.0,17838.0,15595.0,34028.0,66006.0,36850.0,47601.0,0.2839518485704132,11039.0,253592.0,4.171468951105502,95.8285310488945,IL
Illinois,Marion County,37294.0,2370.0,4902.0,2327.0,1853.0,4444.0,8795.0,5205.0,7398.0,0.17959605885939478,798.0,36496.0,2.1397543840832305,97.86024561591677,IL
Illinois,Marshall County,11715.0,648.0,1423.0,594.0,551.0,1278.0,2670.0,1789.0,2762.0,0.11927891200329943,379.0,11336.0,3.2351685872812634,96.76483141271873,IL
Illinois,Mason County,12878.0,598.0,1546.0,757.0,633.0,1385.0,3043.0,1953.0,2963.0,0.07695196617540745,189.0,12689.0,1.4676191955272557,98.53238080447274,IL
Illinois,Massac County,13958.0,640.0,1739.0,833.0,649.0,1338.0,3620.0,2151.0,2988.0,0.22056313866168142,388.0,13570.0,2.7797678750537327,97.22023212494626,IL
Illinois,Menard County,12169.0,654.0,1546.0,687.0,677.0,1277.0,2984.0,1887.0,2457.0,0.08230824278838889,188.0,11981.0,1.544909195496754,98.45509080450324,IL
Illinois,Mercer County,15619.0,757.0,1882.0,1025.0,803.0,1608.0,3843.0,2349.0,3352.0,0.10062533274573959,514.0,15105.0,3.2908636916575964,96.70913630834241,IL
Illinois,Monroe County,34969.0,1865.0,4478.0,2039.0,1691.0,3783.0,9138.0,5387.0,6588.0,0.07545107454962452,656.0,34313.0,1.8759472675798565,98.12405273242014,IL
Illinois,Montgomery County,28078.0,1393.0,3251.0,1580.0,1423.0,3451.0,7054.0,4031.0,5895.0,0.12607901504788688,597.0,27481.0,2.126219816226227,97.87378018377377,IL
Illinois,Morgan County,32621.0,1631.0,3658.0,1974.0,2318.0,3904.0,7674.0,4660.0,6802.0,0.2140528383232959,906.0,31715.0,2.7773520125072806,97.22264798749272,IL
Illinois,Moultrie County,14469.0,856.0,2131.0,1021.0,735.0,1623.0,3406.0,1955.0,2742.0,0.07729323347489447,228.0,14241.0,1.5757827078581796,98.42421729214182,IL
Illinois,Ogle County,51536.0,2737.0,6587.0,3568.0,2706.0,5751.0,12695.0,7526.0,9966.0,0.22384330697212618,5927.0,45609.0,11.50069854082583,88.49930145917416,IL
Illinois,Peoria County,179831.0,11860.0,24075.0,11892.0,10922.0,23774.0,43140.0,21931.0,32237.0,0.49181675940938274,10348.0,169483.0,5.754291529269147,94.24570847073085,IL
Illinois,Perry County,20810.0,1024.0,2264.0,1263.0,1170.0,2778.0,5434.0,2752.0,4125.0,0.2439781450948273,731.0,20079.0,3.5127342623738587,96.48726573762615,IL
Illinois,Piatt County,16702.0,864.0,2141.0,968.0,820.0,1840.0,4190.0,2458.0,3421.0,0.08496113971824826,261.0,16441.0,1.5626871033409173,98.43731289665908,IL
Illinois,Pike County,14625.0,888.0,1891.0,903.0,735.0,1600.0,3443.0,1996.0,3169.0,0.07638044911973108,283.0,14342.0,1.935042735042735,98.06495726495727,IL
Illinois,Pope County,3757.0,199.0,275.0,206.0,210.0,275.0,894.0,720.0,978.0,0.19374272097815592,96.0,3661.0,2.5552302368911364,97.44476976310887,IL
Illinois,Pulaski County,5074.0,250.0,582.0,392.0,301.0,430.0,1233.0,732.0,1154.0,0.4991504526853573,98.0,4976.0,1.931415057154119,98.06858494284589,IL
Illinois,Putnam County,5600.0,263.0,625.0,316.0,264.0,594.0,1298.0,904.0,1336.0,0.13524183673469392,359.0,5241.0,6.410714285714286,93.58928571428571,IL
Illinois,Randolph County,30142.0,1537.0,3418.0,1786.0,1593.0,3541.0,7549.0,4442.0,6276.0,0.237077860214444,1094.0,29048.0,3.6294870944197464,96.37051290558026,IL
Illinois,Richland County,15675.0,910.0,2025.0,1015.0,804.0,1752.0,3715.0,2243.0,3211.0,0.11362255951608768,298.0,15377.0,1.901116427432217,98.09888357256779,IL
Illinois,Rock Island County,142995.0,8404.0,18271.0,9330.0,8781.0,17212.0,33743.0,18563.0,28691.0,0.44480008777962343,20013.0,122982.0,13.995594251547256,86.00440574845274,IL
Illinois,St. Clair County,254777.0,14893.0,33979.0,16457.0,14715.0,32536.0,64451.0,35022.0,42724.0,0.5420454053452355,12600.0,242177.0,4.945501360012874,95.05449863998713,IL
Illinois,Saline County,23387.0,1397.0,2682.0,1199.0,1079.0,2894.0,5577.0,3669.0,4890.0,0.14358687264799752,486.0,22901.0,2.0780775644588876,97.9219224355411,IL
Illinois,Sangamon County,195217.0,10927.0,24188.0,12292.0,11047.0,23787.0,48954.0,27137.0,36885.0,0.35475167523532414,5451.0,189766.0,2.7922773119144337,97.20772268808557,IL
Illinois,Schuyler County,6826.0,278.0,688.0,313.0,264.0,733.0,1689.0,1144.0,1717.0,0.14635965155891684,169.0,6657.0,2.475827717550542,97.52417228244946,IL
Illinois,Scott County,4847.0,214.0,595.0,347.0,258.0,479.0,1171.0,783.0,1000.0,0.0842630373480493,71.0,4776.0,1.4648236022281824,98.53517639777182,IL
Illinois,Shelby County,20867.0,1121.0,2525.0,1195.0,956.0,2185.0,4858.0,3128.0,4899.0,0.06249372447488544,241.0,20626.0,1.1549336272583506,98.84506637274166,IL
Illinois,Stark County,5324.0,280.0,674.0,302.0,280.0,572.0,1238.0,762.0,1216.0,0.13107211662482976,134.0,5190.0,2.5169045830202856,97.48309541697971,IL
Illinois,Stephenson County,44042.0,2314.0,5274.0,2622.0,2427.0,4499.0,9853.0,6510.0,10543.0,0.31356369393639205,2335.0,41707.0,5.301757413378139,94.69824258662186,IL
Illinois,Tazewell County,130555.0,6849.0,16747.0,8311.0,6727.0,15387.0,33488.0,17530.0,25516.0,0.11639026952630671,3355.0,127200.0,2.5697981693539123,97.43020183064608,IL
Illinois,Union County,16972.0,920.0,1985.0,1093.0,756.0,1854.0,4211.0,2402.0,3751.0,0.17466992674407555,882.0,16090.0,5.196794720716475,94.80320527928353,IL
Illinois,Vermilion County,73179.0,4426.0,9788.0,4515.0,4188.0,8413.0,17142.0,10006.0,14701.0,0.3529419591342975,3968.0,69211.0,5.422320611104278,94.57767938889572,IL
Illinois,Wabash County,11199.0,601.0,1419.0,707.0,676.0,1216.0,2535.0,1582.0,2463.0,0.11604352087710557,208.0,10991.0,1.8573086882757388,98.14269131172426,IL
Illinois,Warren County,16576.0,899.0,2187.0,1293.0,1362.0,1745.0,3632.0,2203.0,3255.0,0.2747806901590987,1791.0,14785.0,10.804777992277993,89.19522200772201,IL
Illinois,Washington County,13682.0,684.0,1517.0,1004.0,634.0,1501.0,3312.0,2120.0,2910.0,0.08536820255849664,216.0,13466.0,1.578716561906154,98.42128343809385,IL
Illinois,Wayne County,15994.0,920.0,2076.0,954.0,760.0,1813.0,3674.0,2289.0,3508.0,0.07689657568067965,259.0,15735.0,1.6193572589721146,98.38064274102788,IL
